"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"551657","23164","REGENCY_CAKE_SLICE",4,2011-05-03,4.95,14911,"EIRE"
"551950","21749","LARGE_RED_RETROSPOT_WINDMILL",6,2011-05-05,2.1,14911,"EIRE"
"551950","23283","DOORMAT_VINTAGE_LEAVES_DESIGN",4,2011-05-05,7.95,14911,"EIRE"
"551950","22361","GLASS_JAR_DAISY_FRESH_COTTON_WOOL",6,2011-05-05,2.95,14911,"EIRE"
"551950","84832","ZINC_WILLIE_WINKIE__CANDLE_STICK",12,2011-05-05,0.85,14911,"EIRE"
"551950","85053","FRENCH_ENAMEL_CANDLEHOLDER",6,2011-05-05,2.1,14911,"EIRE"
"551950","71053","WHITE_METAL_LANTERN",4,2011-05-05,3.75,14911,"EIRE"
"551950","21790","VINTAGE_SNAP_CARDS",12,2011-05-05,0.85,14911,"EIRE"
"551950","22087","PAPER_BUNTING_WHITE_LACE",6,2011-05-05,2.95,14911,"EIRE"
"551950","22088","PAPER_BUNTING_COLOURED_LACE",6,2011-05-05,2.95,14911,"EIRE"
"551950","20754","RETROSPOT_RED_WASHING_UP_GLOVES",6,2011-05-05,2.1,14911,"EIRE"
"551950","20751","FUNKY_WASHING_UP_GLOVES_ASSORTED",12,2011-05-05,2.1,14911,"EIRE"
"551950","22897","OVEN_MITT_APPLES_DESIGN",10,2011-05-05,1.45,14911,"EIRE"
"551950","22423","REGENCY_CAKESTAND_3_TIER",2,2011-05-05,12.75,14911,"EIRE"
"551950","21658","GLASS__BEURRE_DISH",4,2011-05-05,3.95,14911,"EIRE"
"551950","22027","TEA_PARTY_BIRTHDAY_CARD",12,2011-05-05,0.42,14911,"EIRE"
"551950","21506","FANCY_FONT_BIRTHDAY_CARD,",12,2011-05-05,0.42,14911,"EIRE"
"551950","21704","BAG_250g_SWIRLY_MARBLES",12,2011-05-05,0.85,14911,"EIRE"
"551950","21915","RED__HARMONICA_IN_BOX",12,2011-05-05,1.25,14911,"EIRE"
"551950","22620","4_TRADITIONAL_SPINNING_TOPS",12,2011-05-05,1.45,14911,"EIRE"
"551950","C2","CARRIAGE",1,2011-05-05,50,14911,"EIRE"
"551950","22030","SWALLOWS_GREETING_CARD",12,2011-05-05,0.42,14911,"EIRE"
"551950","21506","FANCY_FONT_BIRTHDAY_CARD,",12,2011-05-05,0.42,14911,"EIRE"
"551950","22178","VICTORIAN_GLASS_HANGING_T-LIGHT",12,2011-05-05,1.25,14911,"EIRE"
"552038","20725","LUNCH_BAG_RED_RETROSPOT",50,2011-05-06,1.65,14156,"EIRE"
"552038","20685","DOORMAT_RED_RETROSPOT",40,2011-05-06,6.75,14156,"EIRE"
"552038","84375","SET_OF_20_KIDS_COOKIE_CUTTERS",48,2011-05-06,2.1,14156,"EIRE"
"552038","22863","SOAP_DISH_BROCANTE",48,2011-05-06,2.55,14156,"EIRE"
"552038","22843","BISCUIT_TIN_VINTAGE_GREEN",24,2011-05-06,5.95,14156,"EIRE"
"552038","22842","BISCUIT_TIN_VINTAGE_RED",24,2011-05-06,5.95,14156,"EIRE"
"552038","22839","3_TIER_CAKE_TIN_GREEN_AND_CREAM",36,2011-05-06,12.75,14156,"EIRE"
"552038","22838","3_TIER_CAKE_TIN_RED_AND_CREAM",48,2011-05-06,12.75,14156,"EIRE"
"552038","22502","PICNIC_BASKET_WICKER_SMALL",48,2011-05-06,4.95,14156,"EIRE"
"552038","22489","PACK_OF_12_TRADITIONAL_CRAYONS",144,2011-05-06,0.36,14156,"EIRE"
"552038","21977","PACK_OF_60_PINK_PAISLEY_CAKE_CASES",240,2011-05-06,0.42,14156,"EIRE"
"552038","21790","VINTAGE_SNAP_CARDS",72,2011-05-06,0.72,14156,"EIRE"
"552038","21523","DOORMAT_FANCY_FONT_HOME_SWEET_HOME",40,2011-05-06,6.75,14156,"EIRE"
"552038","21212","PACK_OF_72_RETROSPOT_CAKE_CASES",240,2011-05-06,0.42,14156,"EIRE"
"552038","21169","YOU'RE_CONFUSING_ME_METAL_SIGN",144,2011-05-06,1.45,14156,"EIRE"
"552038","21166","COOK_WITH_WINE_METAL_SIGN",144,2011-05-06,1.85,14156,"EIRE"
"552038","21164","HOME_SWEET_HOME_METAL_SIGN",144,2011-05-06,2.55,14156,"EIRE"
"552038","21154","RED_RETROSPOT_OVEN_GLOVE",48,2011-05-06,1.25,14156,"EIRE"
"552038","21041","RED_RETROSPOT_OVEN_GLOVE_DOUBLE",48,2011-05-06,2.95,14156,"EIRE"
"552038","20979","36_PENCILS_TUBE_RED_RETROSPOT",64,2011-05-06,1.25,14156,"EIRE"
"552262","22435","SET_OF_9_HEART_SHAPED_BALLOONS",12,2011-05-08,1.25,14911,"EIRE"
"552262","22440","BALLOON_WATER_BOMB_PACK_OF_35",20,2011-05-08,0.42,14911,"EIRE"
"552262","22804","CANDLEHOLDER_PINK_HANGING_HEART",6,2011-05-08,2.95,14911,"EIRE"
"552262","90076","MONTANA_DIAMOND_CLUSTER_EARRINGS",6,2011-05-08,2.55,14911,"EIRE"
"552262","90177D","DROP_DIAMANTE_EARRINGS_PURPLE",6,2011-05-08,2.95,14911,"EIRE"
"552262","90018B","GOLD_M.O.P_ORBIT_DROP_EARRINGS",2,2011-05-08,4.25,14911,"EIRE"
"552262","21448","12_DAISY_PEGS_IN_WOOD_BOX",12,2011-05-08,1.65,14911,"EIRE"
"552262","20723","STRAWBERRY_CHARLOTTE_BAG",10,2011-05-08,0.85,14911,"EIRE"
"552262","22356","CHARLOTTE_BAG_PINK_POLKADOT",10,2011-05-08,0.85,14911,"EIRE"
"552262","22991","GIRAFFE_WOODEN_RULER",12,2011-05-08,1.95,14911,"EIRE"
"552262","22992","REVOLVER_WOODEN_RULER",12,2011-05-08,1.95,14911,"EIRE"
"552262","23158","SET_OF_5_LUCKY_CAT_MAGNETS",24,2011-05-08,2.08,14911,"EIRE"
"552262","23176","ABC_TREASURE_BOOK_BOX",8,2011-05-08,2.25,14911,"EIRE"
"552262","23177","TREASURE_ISLAND_BOOK_BOX",8,2011-05-08,2.25,14911,"EIRE"
"552262","22745","POPPY'S_PLAYHOUSE_BEDROOM",6,2011-05-08,2.1,14911,"EIRE"
"552262","22747","POPPY'S_PLAYHOUSE_BATHROOM",6,2011-05-08,2.1,14911,"EIRE"
"552262","22746","POPPY'S_PLAYHOUSE_LIVINGROOM",6,2011-05-08,2.1,14911,"EIRE"
"552262","21915","RED__HARMONICA_IN_BOX",12,2011-05-08,1.25,14911,"EIRE"
"552262","22559","SEASIDE_FLYING_DISC",12,2011-05-08,1.25,14911,"EIRE"
"552262","21914","BLUE_HARMONICA_IN_BOX",12,2011-05-08,1.25,14911,"EIRE"
"552262","21556","CERAMIC_STRAWBERRY_MONEY_BOX",6,2011-05-08,2.55,14911,"EIRE"
"552262","85123A","WHITE_HANGING_HEART_T-LIGHT_HOLDER",6,2011-05-08,2.95,14911,"EIRE"
"552262","23066","SMALL_DECO_JEWELLERY_STAND",4,2011-05-08,8.25,14911,"EIRE"
"552262","23065","LARGE_DECO_JEWELLERY_STAND",2,2011-05-08,12.5,14911,"EIRE"
"552262","23048","SET_OF_10_LANTERNS_FAIRY_LIGHT_STAR",4,2011-05-08,4.15,14911,"EIRE"
"552262","23073","GEORGIAN_TRINKET_BOX",3,2011-05-08,12.5,14911,"EIRE"
"552262","23071","MARIE_ANTOINETTE_TRINKET_BOX_GOLD",3,2011-05-08,12.5,14911,"EIRE"
"552262","23162","REGENCY_TEA_STRAINER",4,2011-05-08,3.75,14911,"EIRE"
"552262","23299","FOOD_COVER_WITH_BEADS_SET_2",6,2011-05-08,3.75,14911,"EIRE"
"552262","23070","EDWARDIAN_HEART_PHOTO_FRAME",4,2011-05-08,4.15,14911,"EIRE"
"552262","23069","EDWARDIAN_PHOTO_FRAME",2,2011-05-08,6.25,14911,"EIRE"
"552262","23072","MARIE_ANTOINETTE_TRINKET_BOX_SILVER",3,2011-05-08,12.5,14911,"EIRE"
"552262","21469","POLKA_DOT_RAFFIA_FOOD_COVER",6,2011-05-08,3.75,14911,"EIRE"
"552262","23206","LUNCH_BAG_APPLE_DESIGN",10,2011-05-08,1.65,14911,"EIRE"
"552262","23207","LUNCH_BAG_ALPHABET_DESIGN",10,2011-05-08,1.65,14911,"EIRE"
"552262","20652","BLUE_POLKADOT_LUGGAGE_TAG",12,2011-05-08,1.25,14911,"EIRE"
"552262","20655","QUEEN_OF_SKIES_LUGGAGE_TAG",12,2011-05-08,1.25,14911,"EIRE"
"552262","84912A","PINK_ROSE_WASHBAG",4,2011-05-08,3.75,14911,"EIRE"
"552262","84912B","GREEN_ROSE_WASHBAG",4,2011-05-08,3.75,14911,"EIRE"
"552262","22278","OVERNIGHT_BAG_VINTAGE_ROSE_PAISLEY",3,2011-05-08,4.95,14911,"EIRE"
"552262","22334","DINOSAUR_PARTY_BAG_+_STICKER_SET",8,2011-05-08,1.65,14911,"EIRE"
"552262","22333","RETROSPOT_PARTY_BAG_+_STICKER_SET",8,2011-05-08,1.65,14911,"EIRE"
"552262","21061","PARTY_INVITES_FOOTBALL",12,2011-05-08,0.85,14911,"EIRE"
"552262","21063","PARTY_INVITES_JAZZ_HEARTS",12,2011-05-08,0.85,14911,"EIRE"
"552262","22821","GIFT_BAG_PSYCHEDELIC_APPLES",12,2011-05-08,0.65,14911,"EIRE"
"552262","16052","TEATIME_PUSH_DOWN_RUBBER",24,2011-05-08,0.42,14911,"EIRE"
"552262","16236","KITTY_PENCIL_ERASERS",28,2011-05-08,0.21,14911,"EIRE"
"552262","20977","36_PENCILS_TUBE_WOODLAND",16,2011-05-08,1.25,14911,"EIRE"
"552262","20978","36_PENCILS_TUBE_SKULLS",16,2011-05-08,1.25,14911,"EIRE"
"552539","21704","BAG_250g_SWIRLY_MARBLES",12,2011-05-10,0.85,NA,"EIRE"
"552539","21889","WOODEN_BOX_OF_DOMINOES",12,2011-05-10,1.25,NA,"EIRE"
"552539","21891","TRADITIONAL_WOODEN_SKIPPING_ROPE",12,2011-05-10,1.45,NA,"EIRE"
"552539","22149","FELTCRAFT_6_FLOWER_FRIENDS",6,2011-05-10,2.1,NA,"EIRE"
"552539","22507","MEMO_BOARD_RETROSPOT__DESIGN",4,2011-05-10,4.95,NA,"EIRE"
"552539","21080","SET/20_RED_RETROSPOT_PAPER_NAPKINS",12,2011-05-10,0.85,NA,"EIRE"
"552539","21094","SET/6_RED_SPOTTY_PAPER_PLATES",12,2011-05-10,0.85,NA,"EIRE"
"552539","21086","SET/6_RED_SPOTTY_PAPER_CUPS",12,2011-05-10,0.65,NA,"EIRE"
"552539","22090","PAPER_BUNTING_RETROSPOT",6,2011-05-10,2.95,NA,"EIRE"
"552539","22961","JAM_MAKING_SET_PRINTED",12,2011-05-10,1.45,NA,"EIRE"
"552539","22722","SET_OF_6_SPICE_TINS_PANTRY_DESIGN",4,2011-05-10,3.95,NA,"EIRE"
"552539","22423","REGENCY_CAKESTAND_3_TIER",4,2011-05-10,12.75,NA,"EIRE"
"552539","21658","GLASS__BEURRE_DISH",4,2011-05-10,3.95,NA,"EIRE"
"552539","21977","PACK_OF_60_PINK_PAISLEY_CAKE_CASES",24,2011-05-10,0.55,NA,"EIRE"
"552539","21471","STRAWBERRY_RAFFIA_FOOD_COVER",6,2011-05-10,3.75,NA,"EIRE"
"552539","22665","RECIPE_BOX_BLUE_SKETCHBOOK_DESIGN",6,2011-05-10,2.95,NA,"EIRE"
"552539","22666","RECIPE_BOX_PANTRY_YELLOW_DESIGN",6,2011-05-10,2.95,NA,"EIRE"
"552539","22508","DOORSTOP_RETROSPOT_HEART",4,2011-05-10,3.75,NA,"EIRE"
"552539","22728","ALARM_CLOCK_BAKELIKE_PINK",4,2011-05-10,3.75,NA,"EIRE"
"552539","21175","GIN_+_TONIC_DIET_METAL_SIGN",12,2011-05-10,2.55,NA,"EIRE"
"552539","84978","HANGING_HEART_JAR_T-LIGHT_HOLDER",36,2011-05-10,1.06,NA,"EIRE"
"552539","22427","ENAMEL_FLOWER_JUG_CREAM",3,2011-05-10,5.95,NA,"EIRE"
"552539","22424","ENAMEL_BREAD_BIN_CREAM",2,2011-05-10,12.75,NA,"EIRE"
"552539","22849","BREAD_BIN_DINER_STYLE_MINT",4,2011-05-10,14.95,NA,"EIRE"
"552539","84836","ZINC_METAL_HEART_DECORATION",12,2011-05-10,1.25,NA,"EIRE"
"552539","22796","PHOTO_FRAME_3_CLASSIC_HANGING",2,2011-05-10,9.95,NA,"EIRE"
"552540","23136","IVORY_WIRE_SWEETHEART_LETTER_TRAY",4,2011-05-10,3.75,NA,"EIRE"
"552540","23183","MOTHER'S_KITCHEN_SPOON_REST",8,2011-05-10,3.75,NA,"EIRE"
"552540","22907","PACK_OF_20_NAPKINS_PANTRY_DESIGN",24,2011-05-10,0.85,NA,"EIRE"
"552540","85123A","WHITE_HANGING_HEART_T-LIGHT_HOLDER",12,2011-05-10,2.95,NA,"EIRE"
"552540","22722","SET_OF_6_SPICE_TINS_PANTRY_DESIGN",4,2011-05-10,3.95,NA,"EIRE"
"552540","21871","SAVE_THE_PLANET_MUG",12,2011-05-10,1.25,NA,"EIRE"
"552540","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",6,2011-05-10,2.95,NA,"EIRE"
"552540","21181","PLEASE_ONE_PERSON_METAL_SIGN",12,2011-05-10,2.1,NA,"EIRE"
"552540","84378","SET_OF_3_HEART_COOKIE_CUTTERS",12,2011-05-10,1.25,NA,"EIRE"
"552540","23179","CLOCK_MAGNET_MUM'S_KITCHEN",6,2011-05-10,2.89,NA,"EIRE"
"552541","22982","PANTRY_PASTRY_BRUSH",12,2011-05-10,1.25,NA,"EIRE"
"552541","22847","BREAD_BIN_DINER_STYLE_IVORY",4,2011-05-10,14.95,NA,"EIRE"
"553203","C2","CARRIAGE",1,2011-05-15,50,14911,"EIRE"
"553203","22798","ANTIQUE_GLASS_DRESSING_TABLE_POT",8,2011-05-15,2.95,14911,"EIRE"
"553203","21314","SMALL_GLASS_HEART_TRINKET_POT",8,2011-05-15,2.1,14911,"EIRE"
"553203","22088","PAPER_BUNTING_COLOURED_LACE",6,2011-05-15,2.95,14911,"EIRE"
"553203","22089","PAPER_BUNTING_VINTAGE_PAISLEY",6,2011-05-15,2.95,14911,"EIRE"
"553203","23298","SPOTTY_BUNTING",6,2011-05-15,4.95,14911,"EIRE"
"553203","22804","CANDLEHOLDER_PINK_HANGING_HEART",18,2011-05-15,2.95,14911,"EIRE"
"553203","85123A","WHITE_HANGING_HEART_T-LIGHT_HOLDER",24,2011-05-15,2.95,14911,"EIRE"
"553203","21285","RETROSPOT_CANDLE__MEDIUM",12,2011-05-15,2.1,14911,"EIRE"
"553203","21284","RETROSPOT_CANDLE__SMALL",12,2011-05-15,1.69,14911,"EIRE"
"553203","22742","MAKE_YOUR_OWN_PLAYTIME_CARD_KIT",6,2011-05-15,2.95,14911,"EIRE"
"553203","85066","CREAM_SWEETHEART_MINI_CHEST",2,2011-05-15,12.75,14911,"EIRE"
"553203","22766","PHOTO_FRAME_CORNICE",8,2011-05-15,2.95,14911,"EIRE"
"553203","22796","PHOTO_FRAME_3_CLASSIC_HANGING",2,2011-05-15,9.95,14911,"EIRE"
"553203","22767","TRIPLE_PHOTO_FRAME_CORNICE",8,2011-05-15,9.95,14911,"EIRE"
"553203","22768","FAMILY_PHOTO_FRAME_CORNICE",4,2011-05-15,9.95,14911,"EIRE"
"553203","22635","CHILDS_BREAKFAST_SET_DOLLY_GIRL",4,2011-05-15,9.95,14911,"EIRE"
"553203","23133","LARGE_IVORY_HEART_WALL_ORGANISER",4,2011-05-15,8.25,14911,"EIRE"
"553206","21937","STRAWBERRY___PICNIC_BAG",10,2011-05-16,2.95,14156,"EIRE"
"553206","20718","RED_RETROSPOT_SHOPPER_BAG",10,2011-05-16,1.25,14156,"EIRE"
"553206","20725","LUNCH_BAG_RED_RETROSPOT",10,2011-05-16,1.65,14156,"EIRE"
"553206","23050","RECYCLED_ACAPULCO_MAT_GREEN",2,2011-05-16,8.25,14156,"EIRE"
"553206","22722","SET_OF_6_SPICE_TINS_PANTRY_DESIGN",6,2011-05-16,3.95,14156,"EIRE"
"553206","23299","FOOD_COVER_WITH_BEADS_SET_2",12,2011-05-16,3.75,14156,"EIRE"
"553206","22088","PAPER_BUNTING_COLOURED_LACE",12,2011-05-16,2.95,14156,"EIRE"
"553206","23298","SPOTTY_BUNTING",12,2011-05-16,4.95,14156,"EIRE"
"553206","22423","REGENCY_CAKESTAND_3_TIER",16,2011-05-16,10.95,14156,"EIRE"
"553206","21972","SET_OF_36_DINOSAUR_PAPER_DOILIES",12,2011-05-16,1.45,14156,"EIRE"
"553206","84988","SET_OF_72_PINK_HEART_PAPER_DOILIES",12,2011-05-16,1.45,14156,"EIRE"
"553206","23206","LUNCH_BAG_APPLE_DESIGN",10,2011-05-16,1.65,14156,"EIRE"
"553206","22721","SET_OF_3_CAKE_TINS_SKETCHBOOK",6,2011-05-16,4.95,14156,"EIRE"
"553206","22723","SET_OF_6_HERB_TINS_SKETCHBOOK",6,2011-05-16,3.95,14156,"EIRE"
"553206","71459","HANGING_JAM_JAR_T-LIGHT_HOLDER",96,2011-05-16,0.72,14156,"EIRE"
"553206","84755","COLOUR_GLASS_T-LIGHT_HOLDER_HANGING",144,2011-05-16,0.55,14156,"EIRE"
"553206","23094","LE_GRAND_TRAY_CHIC_SET",4,2011-05-16,12.5,14156,"EIRE"
"553206","22795","SWEETHEART_RECIPE_BOOK_STAND",16,2011-05-16,5.95,14156,"EIRE"
"553206","22666","RECIPE_BOX_PANTRY_YELLOW_DESIGN",6,2011-05-16,2.95,14156,"EIRE"
"553206","22665","RECIPE_BOX_BLUE_SKETCHBOOK_DESIGN",6,2011-05-16,2.95,14156,"EIRE"
"553206","22776","SWEETHEART_CAKESTAND_3_TIER",12,2011-05-16,8.5,14156,"EIRE"
"553206","48173C","DOORMAT_BLACK_FLOCK",10,2011-05-16,6.75,14156,"EIRE"
"553206","48129","DOORMAT_TOPIARY",10,2011-05-16,6.75,14156,"EIRE"
"553206","48116","DOORMAT_MULTICOLOUR_STRIPE",10,2011-05-16,6.75,14156,"EIRE"
"553206","20726","LUNCH_BAG_WOODLAND",10,2011-05-16,1.65,14156,"EIRE"
"553206","20728","LUNCH_BAG_CARS_BLUE",10,2011-05-16,1.65,14156,"EIRE"
"553206","23108","SET_OF_10_LED_DOLLY_LIGHTS",12,2011-05-16,5.39,14156,"EIRE"
"553206","48188","DOORMAT_WELCOME_PUPPIES",10,2011-05-16,6.75,14156,"EIRE"
"553206","21523","DOORMAT_FANCY_FONT_HOME_SWEET_HOME",10,2011-05-16,6.75,14156,"EIRE"
"553206","22690","DOORMAT_HOME_SWEET_HOME_BLUE",10,2011-05-16,6.75,14156,"EIRE"
"553206","23110","PARISIENNE_KEY_CABINET",8,2011-05-16,5.75,14156,"EIRE"
"553206","23118","PARISIENNE_JEWELLERY_DRAWER",6,2011-05-16,7.5,14156,"EIRE"
"553210","22908","PACK_OF_20_NAPKINS_RED_APPLES",24,2011-05-16,0.85,14016,"EIRE"
"553210","84968A","SET_OF_16_VINTAGE_ROSE_CUTLERY",1,2011-05-16,12.75,14016,"EIRE"
"553210","47504K","ENGLISH_ROSE_GARDEN_SECATEURS",12,2011-05-16,1.95,14016,"EIRE"
"553210","21713","CITRONELLA_CANDLE_FLOWERPOT",8,2011-05-16,2.1,14016,"EIRE"
"553210","22485","SET_OF_2_WOODEN_MARKET_CRATES",2,2011-05-16,12.75,14016,"EIRE"
"553210","21918","SET_12_KIDS_COLOUR__CHALK_STICKS",24,2011-05-16,0.42,14016,"EIRE"
"553210","84077","WORLD_WAR_2_GLIDERS_ASSTD_DESIGNS",48,2011-05-16,0.29,14016,"EIRE"
"553210","22227","HANGING_HEART_MIRROR_DECORATION",24,2011-05-16,0.65,14016,"EIRE"
"553210","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",6,2011-05-16,2.95,14016,"EIRE"
"553210","22697","GREEN_REGENCY_TEACUP_AND_SAUCER",6,2011-05-16,2.95,14016,"EIRE"
"553210","22457","NATURAL_SLATE_HEART_CHALKBOARD",6,2011-05-16,2.95,14016,"EIRE"
"553210","17107D","FLOWER_FAIRY,5_SUMMER_B'DRAW_LINERS",6,2011-05-16,2.55,14016,"EIRE"
"553210","21084","SET/6_COLLAGE_PAPER_CUPS",24,2011-05-16,0.19,14016,"EIRE"
"553210","21090","SET/6_COLLAGE_PAPER_PLATES",24,2011-05-16,0.39,14016,"EIRE"
"553210","23075","PARLOUR_CERAMIC_WALL_HOOK",8,2011-05-16,4.15,14016,"EIRE"
"553210","47566","PARTY_BUNTING",50,2011-05-16,4.15,14016,"EIRE"
"553210","22423","REGENCY_CAKESTAND_3_TIER",16,2011-05-16,10.95,14016,"EIRE"
"553210","71101E","STANDING_FAIRY_POLE_SUPPORT",48,2011-05-16,0.72,14016,"EIRE"
"553210","21790","VINTAGE_SNAP_CARDS",24,2011-05-16,0.85,14016,"EIRE"
"553210","21791","VINTAGE_HEADS_AND_TAILS_CARD_GAME",24,2011-05-16,1.25,14016,"EIRE"
"553210","21888","BINGO_SET",8,2011-05-16,3.75,14016,"EIRE"
"553210","21915","RED__HARMONICA_IN_BOX",24,2011-05-16,1.25,14016,"EIRE"
"553210","22548","HEADS_AND_TAILS_SPORTING_FUN",24,2011-05-16,1.25,14016,"EIRE"
"553210","22090","PAPER_BUNTING_RETROSPOT",40,2011-05-16,2.55,14016,"EIRE"
"553210","21465","PINK_FLOWER_CROCHET_FOOD_COVER",6,2011-05-16,3.75,14016,"EIRE"
"553210","21470","FLOWER_VINE_RAFFIA_FOOD_COVER",6,2011-05-16,3.75,14016,"EIRE"
"553210","21466","RED_FLOWER_CROCHET_FOOD_COVER",6,2011-05-16,3.75,14016,"EIRE"
"553210","21469","POLKA_DOT_RAFFIA_FOOD_COVER",6,2011-05-16,3.75,14016,"EIRE"
"553210","21471","STRAWBERRY_RAFFIA_FOOD_COVER",6,2011-05-16,3.75,14016,"EIRE"
"553210","21467","CHERRY_CROCHET_FOOD_COVER",6,2011-05-16,3.75,14016,"EIRE"
"553210","22524","CHILDRENS_GARDEN_GLOVES_BLUE",20,2011-05-16,1.25,14016,"EIRE"
"553210","22894","TABLECLOTH_RED_APPLES_DESIGN",6,2011-05-16,9.95,14016,"EIRE"
"553348","23201","JUMBO_BAG_ALPHABET",10,2011-05-16,2.08,14911,"EIRE"
"553348","23230","WRAP_ALPHABET_DESIGN",200,2011-05-16,0.34,14911,"EIRE"
"553348","23232","WRAP_VINTAGE_PETALS__DESIGN",200,2011-05-16,0.34,14911,"EIRE"
"553348","21519","GIN_&_TONIC_DIET_GREETING_CARD",12,2011-05-16,0.42,14911,"EIRE"
"553348","22904","CALENDAR_PAPER_CUT_DESIGN",6,2011-05-16,2.95,14911,"EIRE"
"553348","23192","BUNDLE_OF_3_ALPHABET_EXERCISE_BOOKS",12,2011-05-16,1.65,14911,"EIRE"
"553348","22149","FELTCRAFT_6_FLOWER_FRIENDS",6,2011-05-16,2.1,14911,"EIRE"
"553348","22440","BALLOON_WATER_BOMB_PACK_OF_35",20,2011-05-16,0.42,14911,"EIRE"
"553348","21912","VINTAGE_SNAKES_&_LADDERS",4,2011-05-16,3.75,14911,"EIRE"
"553348","22605","WOODEN_CROQUET_GARDEN_SET",6,2011-05-16,12.75,14911,"EIRE"
"553348","22550","HOLIDAY_FUN_LUDO",6,2011-05-16,3.75,14911,"EIRE"
"553348","21915","RED__HARMONICA_IN_BOX",12,2011-05-16,1.25,14911,"EIRE"
"553348","47591D","PINK_FAIRY_CAKE_CHILDRENS_APRON",8,2011-05-16,1.95,14911,"EIRE"
"553348","22520","CHILDS_GARDEN_TROWEL_BLUE",12,2011-05-16,0.85,14911,"EIRE"
"553348","22524","CHILDRENS_GARDEN_GLOVES_BLUE",12,2011-05-16,1.25,14911,"EIRE"
"553348","47590A","BLUE_HAPPY_BIRTHDAY_BUNTING",3,2011-05-16,5.45,14911,"EIRE"
"553348","47590B","PINK_HAPPY_BIRTHDAY_BUNTING",3,2011-05-16,5.45,14911,"EIRE"
"553348","79321","CHILLI_LIGHTS",4,2011-05-16,5.75,14911,"EIRE"
"553348","21922","UNION_STRIPE_WITH_FRINGE__HAMMOCK",7,2011-05-16,7.95,14911,"EIRE"
"553348","23202","JUMBO_BAG_VINTAGE_LEAF",10,2011-05-16,2.08,14911,"EIRE"
"553348","22652","TRAVEL_SEWING_KIT",10,2011-05-16,1.65,14911,"EIRE"
"553348","21936","RED_RETROSPOT_PICNIC_BAG",10,2011-05-16,2.95,14911,"EIRE"
"553348","21232","STRAWBERRY_CERAMIC_TRINKET_BOX",12,2011-05-16,1.25,14911,"EIRE"
"553348","22637","PIGGY_BANK_RETROSPOT",6,2011-05-16,2.55,14911,"EIRE"
"553348","22666","RECIPE_BOX_PANTRY_YELLOW_DESIGN",6,2011-05-16,2.95,14911,"EIRE"
"553348","21975","PACK_OF_60_DINOSAUR_CAKE_CASES",24,2011-05-16,0.55,14911,"EIRE"
"553348","23199","JUMBO_BAG_APPLES",10,2011-05-16,2.08,14911,"EIRE"
"553348","22908","PACK_OF_20_NAPKINS_RED_APPLES",12,2011-05-16,0.85,14911,"EIRE"
"553348","23049","RECYCLED_ACAPULCO_MAT_RED",2,2011-05-16,8.25,14911,"EIRE"
"553348","22915","ASSORTED_BOTTLE_TOP__MAGNETS",12,2011-05-16,0.42,14911,"EIRE"
"553348","23155","KNICKERBOCKERGLORY_MAGNET_ASSORTED",12,2011-05-16,0.83,14911,"EIRE"
"553348","22413","METAL_SIGN_TAKE_IT_OR_LEAVE_IT",6,2011-05-16,2.95,14911,"EIRE"
"553348","21166","COOK_WITH_WINE_METAL_SIGN",12,2011-05-16,2.08,14911,"EIRE"
"553348","23144","ZINC_T-LIGHT_HOLDER_STARS_SMALL",12,2011-05-16,0.83,14911,"EIRE"
"553348","84970S","HANGING_HEART_ZINC_T-LIGHT_HOLDER",12,2011-05-16,0.85,14911,"EIRE"
"553375","23299","FOOD_COVER_WITH_BEADS_SET_2",6,2011-05-16,3.75,14911,"EIRE"
"553375","22960","JAM_MAKING_SET_WITH_JARS",12,2011-05-16,3.75,14911,"EIRE"
"553375","22961","JAM_MAKING_SET_PRINTED",12,2011-05-16,1.45,14911,"EIRE"
"553375","22773","GREEN_DRAWER_KNOB_ACRYLIC_EDWARDIAN",24,2011-05-16,1.25,14911,"EIRE"
"553375","22772","PINK_DRAWER_KNOB_ACRYLIC_EDWARDIAN",24,2011-05-16,1.25,14911,"EIRE"
"553375","22771","CLEAR_DRAWER_KNOB_ACRYLIC_EDWARDIAN",24,2011-05-16,1.25,14911,"EIRE"
"553375","21672","WHITE_SPOT_RED_CERAMIC_DRAWER_KNOB",24,2011-05-16,1.25,14911,"EIRE"
"553375","21673","WHITE_SPOT_BLUE_CERAMIC_DRAWER_KNOB",24,2011-05-16,1.25,14911,"EIRE"
"553375","21668","RED_STRIPE_CERAMIC_DRAWER_KNOB",24,2011-05-16,1.25,14911,"EIRE"
"553375","21669","BLUE_STRIPE_CERAMIC_DRAWER_KNOB",24,2011-05-16,1.25,14911,"EIRE"
"553375","22839","3_TIER_CAKE_TIN_GREEN_AND_CREAM",4,2011-05-16,14.95,14911,"EIRE"
"553375","21213","PACK_OF_72_SKULL_CAKE_CASES",24,2011-05-16,0.55,14911,"EIRE"
"553375","85159B","WHITE_TEA,COFFEE,SUGAR_JARS",24,2011-05-16,1.95,14911,"EIRE"
"553375","23110","PARISIENNE_KEY_CABINET",4,2011-05-16,5.75,14911,"EIRE"
